ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default"
,variation,,"Boho Dress, Plus Size Summer Dress for Women, Bohemian Dress, Maxi Boho Dress, Boho Print Dress, Tribal Hippie Dress, Floral Fashion Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454555,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Boho Dress, Plus Size Summer Dress for Women, Bohemian Dress, Maxi Boho Dress, Boho Print Dress, Tribal Hippie Dress, Floral Fashion Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454555,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Boho Dress, Plus Size Summer Dress for Women, Bohemian Dress, Maxi Boho Dress, Boho Print Dress, Tribal Hippie Dress, Floral Fashion Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454555,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,45454565,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,"Womens Dresses","Womens Dresses",,"https://i.etsystatic.com/43571890/r/il/e3a924/5075852746/il_fullxfull.5075852746_6jf7.jpg,https://i.etsystatic.com/43571890/r/il/6ef0b8/5075840338/il_fullxfull.5075840338_aav5.jpg,https://i.etsystatic.com/43571890/r/il/65136a/5075847720/il_fullxfull.5075847720_a4l0.jpg,https://i.etsystatic.com/43571890/r/il/435532/5075849566/il_fullxfull.5075849566_ki0x.jpg,https://i.etsystatic.com/43571890/r/il/adade7/5075851842/il_fullxfull.5075851842_38wk.jpg,https://i.etsystatic.com/43571890/r/il/f09423/5124082009/il_fullxfull.5124082009_5spo.jpg,https://i.etsystatic.com/43571890/r/il/392ff2/5012466068/il_fullxfull.5012466068_be30.jpg,",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Summer Women Linen Dress, Cotton Loose Linen Dress, Casual Summer Long Dresses, High Waist Line Sun Dress, Short Sleeve Fashion Summer Dress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454565,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,45454575,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,"Womens Dresses","Womens Dresses",,"https://i.etsystatic.com/41458244/r/il/209345/5001895246/il_fullxfull.5001895246_tnn5.jpg,https://i.etsystatic.com/41458244/r/il/318e04/5001895236/il_fullxfull.5001895236_osi6.jpg,https://i.etsystatic.com/41458244/r/il/c1e4fc/5001895264/il_fullxfull.5001895264_hkw1.jpg,https://i.etsystatic.com/41458244/r/il/e69d90/5050129573/il_fullxfull.5050129573_pwrl.jpg,https://i.etsystatic.com/41458244/r/il/edfa02/5050129575/il_fullxfull.5050129575_cfh4.jpg,https://i.etsystatic.com/41458244/r/il/e3e719/5001895298/il_fullxfull.5001895298_rcau.jpg,https://i.etsystatic.com/41458244/r/il/09b753/5050129757/il_fullxfull.5050129757_7hh0.jpg,https://i.etsystatic.com/41458244/r/il/9fbf61/5050134195/il_fullxfull.5050134195_c80e.jpg",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Casual Solid Dresses, Women Short Sleeve Dress, O Neck Dress, Robe Sundress",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454575,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,45454585,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,"Womens Dresses","Womens Dresses",,"https://i.etsystatic.com/5902192/r/il/5715b0/4322001312/il_fullxfull.4322001312_qzh8.jpg,https://i.etsystatic.com/5902192/r/il/b12683/3568632641/il_fullxfull.3568632641_r1nj.jpg,https://i.etsystatic.com/5902192/r/il/a21990/3520993366/il_fullxfull.3520993366_hk9e.jpg,https://i.etsystatic.com/5902192/r/il/371561/3568624897/il_fullxfull.3568624897_kq7t.jpg,https://i.etsystatic.com/5902192/r/il/06a58b/3520989858/il_fullxfull.3520989858_7zyr.jpg,https://i.etsystatic.com/5902192/r/il/b08e5b/2704586060/il_fullxfull.2704586060_1vz8.jpg,https://i.etsystatic.com/5902192/r/il/d38165/3520985872/il_fullxfull.3520985872_n79t.jpg,https://i.etsystatic.com/5902192/r/il/ecc49d/2752248403/il_fullxfull.2752248403_3mbn.jpg",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Summer Kaftan Dress Moroccan Black Gold Beach Caftan-beach cover up, resortwear wear, maternity wear, birthday, wedding gifts, brides kaftan",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,"Womens Dresses","Womens Dresses",,,,,45454585,,,,,,,Size,3XL,,1,,Gender," Women",,1,
