ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default"
,variation,8867033851,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,1,Size,"Adult Unisex Shirt / S",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033852,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,2,Size,"Adult Unisex Shirt / M",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033853,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,3,Size,"Adult Unisex Shirt / L",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033854,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,4,Size,"Adult Unisex Shirt / XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033855,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,5,Size,"Adult Unisex Shirt / 2XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033856,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,6,Size,"Adult Unisex Shirt / 3XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033857,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,7,Size,"Women VNeck / S",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033858,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,8,Size,"Women VNeck / M",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033859,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,9,Size,"Women VNeck / L",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033860,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,10,Size,"Women VNeck / XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033861,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,11,Size,"Women VNeck / 2XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033862,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,12,Size,"Women Tank Top Racerback / S",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033863,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,13,Size,"Women Tank Top Racerback / M",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033864,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,14,Size,"Women Tank Top Racerback / L",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033865,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,15,Size,"Women Tank Top Racerback / XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033866,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,16,Size,"Women Tank Top Racerback / 2XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033867,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,17,Size,"Youth Shirt / S",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033868,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,18,Size,"Youth Shirt / M",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033869,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,19,Size,"Youth Shirt / L",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033870,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,20,Size,"Youth Shirt / XL",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033871,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,21,Size,"Toddler Shirt / 2T",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033872,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,22,Size,"Toddler Shirt / 3T",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033873,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,23,Size,"Toddler Shirt / 4T",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
,variation,8867033874,"Funny T Shirts Cool T Shirt Bigfoot Shirts Hilarious Loch Ness Monster Really Vintage Graphic Retro Novelty Humorous Tee For Men Women",1,0,visible,,,,,taxable,parent,1,100,,,0,,,,,0,,50,100,,,,,,,886703385,,,,,,24,Size,"Toddler Shirt / 5T",0,1,"Adult Unisex Shirt / S",,,,,,,,,,
