ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default"
,variable,98989918,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,Kids,Kids,,"https://i.etsystatic.com/35793349/r/il/6a0251/4376313678/il_fullxfull.4376313678_pdwx.jpg,https://i.etsystatic.com/35793349/r/il/a394ea/4423703663/il_fullxfull.4423703663_mba1.jpg,https://i.etsystatic.com/35793349/r/il/a8c0e6/4423703609/il_fullxfull.4423703609_q5iu.jpg,https://i.etsystatic.com/35793349/r/il/4b1db7/4423703607/il_fullxfull.4423703607_harm.jpg,https://i.etsystatic.com/35793349/r/il/9b011a/4376313776/il_fullxfull.4376313776_oj8b.jpg,https://i.etsystatic.com/35793349/r/il/73aeca/4376313796/il_fullxfull.4376313796_4uwr.jpg,https://i.etsystatic.com/35793349/r/il/a2cb47/4859640531/il_fullxfull.4859640531_236e.jpg,",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Portugal 2022 Ronaldo Kids Soccer Uniform Jersey Shors Socks for Boys Girls Youth Sizes",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989918,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,98989928,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,Kids,Kids,,"https://i.etsystatic.com/21032328/r/il/c7256e/4751193747/il_fullxfull.4751193747_9q6p.jpg,https://i.etsystatic.com/21032328/r/il/b18cf0/4702964020/il_fullxfull.4702964020_ong8.jpg,https://i.etsystatic.com/21032328/r/il/ca98eb/4702963930/il_fullxfull.4702963930_g4lw.jpg,https://i.etsystatic.com/21032328/r/il/412bf0/4702964058/il_fullxfull.4702964058_cpp4.jpg,https://i.etsystatic.com/21032328/r/il/18b9a6/4388938022/il_fullxfull.4388938022_8phu.jpg,https://i.etsystatic.com/21032328/r/il/fcc639/4436327187/il_fullxfull.4436327187_5f0w.jpg,,",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Toddler T-shirt - Old McDonald Had a Farm Kids Retro TShirt - Retro Natural Infant, Toddler & Youth Tee #5592",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989928,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,98989938,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,Kids,Kids,,"https://i.etsystatic.com/20447686/r/il/55a99d/5105673466/il_fullxfull.5105673466_7b2d.jpg,https://i.etsystatic.com/20447686/r/il/3104b8/5105659140/il_fullxfull.5105659140_ijez.jpg,https://i.etsystatic.com/20447686/r/il/d3e54b/5104326346/il_fullxfull.5104326346_40as.jpg,https://i.etsystatic.com/20447686/r/il/a3b8b2/5153901781/il_fullxfull.5153901781_2zvm.jpg,https://i.etsystatic.com/20447686/r/il/82c68d/5104334504/il_fullxfull.5104334504_mgfj.jpg,https://i.etsystatic.com/20447686/r/il/580432/5105672906/il_fullxfull.5105672906_is4e.jpg,https://i.etsystatic.com/20447686/r/il/918de4/2743853899/il_fullxfull.2743853899_20hi.jpg,https://i.etsystatic.com/20447686/r/il/d69ccd/2743853851/il_fullxfull.2743853851_8jl6.jpg",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Set of 4 items in pastel colours! BEST PRICE! Large Rocker with Cushion, Climbing Triangle with Ramp First birthday baby gift toddler toy CE",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Kids,Kids,,,,,98989938,,,,,,,Size,3XL,,1,,Gender," Women",,1,
